source_file,dataset_split,audit_highlighted_word_count,audit_card_word_count,causal_word_count,certainty_word_count,impact_word_count,numeric_reference_count,highlighted_word_ratio,has_highlight_text
Georgetown-LaNa-Neg-03---Gonzaga-Round-3.docx,test,513.0,4392.0,3.0,1.0,0.0,0.0,0.1168032786885246,True
Georgetown-LaNa-Neg-03---Gonzaga-Round-6.docx,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgetown-LaNa-Neg-03---Gonzaga-Round-8.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-1.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-4.docx,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-6.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-8.docx,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgia-KaCh-Aff-3---Gonzaga-Round-2.docx,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgia-KaCh-Neg-3---Gonzaga-Round-1.docx,train,52.0,1045.0,0.0,0.0,3.0,0.0,0.049760765550239235,True
Georgia-KaCh-Neg-3---Gonzaga-Round-3.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgia-KaCh-Neg-3---Gonzaga-Round-6.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Georgia-KaCh-Neg-3---Gonzaga-Round-8.docx,train,61.0,553.0,2.0,0.0,0.0,0.0,0.11030741410488246,True
Gonzaga-WeRo-Aff-Gonzaga!-Round-1.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Gonzaga-WeRo-Neg-Gonzaga!-Round-2.docx,validation,599.0,4965.0,4.0,6.0,7.0,5.0,0.12064451158106747,True
Gonzaga-WeRo-Neg-Gonzaga!-Round-4.docx,train,1554.0,16488.0,2.0,2.0,7.0,1.0,0.09425036390101892,True
Gonzaga-WeRo-Neg-Gonzaga!-Round-6.docx,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Harvard-AoBo-Aff-2.-Gonzaga-Round-2.docx,train,1985.0,25565.0,15.0,11.0,11.0,27.0,0.07764521807158224,True
Harvard-AoBo-Aff-2.-Gonzaga-Round-4.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Harvard-AoBo-Aff-2.-Gonzaga-Round-6.docx,train,2171.0,29472.0,11.0,10.0,5.0,22.0,0.07366313789359392,True
Harvard-AoBo-Aff-2.-Gonzaga-Round-7.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Harvard-AoBo-Neg-2.-Gonzaga-Round-1.docx,train,1531.0,17781.0,5.0,1.0,9.0,7.0,0.08610314380518531,True
Harvard-AoBo-Neg-2.-Gonzaga-Round-3.docx,train,2032.0,28860.0,4.0,9.0,18.0,6.0,0.07040887040887041,True
Harvard-AoBo-Neg-2.-Gonzaga-Round-5.docx,train,1608.0,15667.0,3.0,7.0,7.0,7.0,0.10263611412523138,True
Harvard-AoBo-Neg-2.-Gonzaga-Round-8.docx,train,1272.0,15873.0,1.0,7.0,5.0,0.0,0.08013608013608013,True
Iowa-BiSa-Aff-3--Gonzaga-University-Jesuit-Debates-Round-2.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-BiSa-Neg-3--Gonzaga-University-Jesuit-Debates-Round-1.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-BiSa-Neg-3--Gonzaga-University-Jesuit-Debates-Round-4.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-BiSa-Neg-3--Gonzaga-University-Jesuit-Debates-Round-5.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-BiSa-Neg-3--Gonzaga-University-Jesuit-Debates-Round-8.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-KlSe-Aff-3.-Gonzaga-University-Jesuit-Debates-Round-2.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-KlSe-Aff-3.-Gonzaga-University-Jesuit-Debates-Round-7.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-KlSe-Neg-3.-Gonzaga-University-Jesuit-Debates-Round-1.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-KlSe-Neg-3.-Gonzaga-University-Jesuit-Debates-Round-4.docx,validation,270.0,2214.0,0.0,3.0,0.0,3.0,0.12195121951219512,True
Iowa-KlSe-Neg-3.-Gonzaga-University-Jesuit-Debates-Round-8.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-PaAn-Neg-Gonzaga-University-Jesuit-Debates-Round-2.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-PaAn-Neg-Gonzaga-University-Jesuit-Debates-Round-5.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-PaAn-Neg-Gonzaga-University-Jesuit-Debates-Round-8.docx,train,469.0,8528.0,2.0,0.0,0.0,13.0,0.0549953095684803,True
Iowa-WeEl-Aff-03-----Gonzaga-University-Jesuit-Debates-Round-2.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-1.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-4.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-6.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-8.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-AiUl-Aff-3.-Gonzaga-Round-1.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-AiUl-Aff-3.-Gonzaga-Round-4.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-AiUl-Aff-3.-Gonzaga-Round-6.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-AiUl-Aff-3.-Gonzaga-Round-8.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-AiUl-Neg-3.-Gonzaga-Round-2.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-AiUl-Neg-3.-Gonzaga-Round-3.docx,validation,975.0,9905.0,6.0,11.0,1.0,2.0,0.09843513377082282,True
Kansas-AiUl-Neg-3.-Gonzaga-Round-5.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-AiUl-Neg-3.-Gonzaga-Round-7.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-BaMc-Neg-3---Gonzaga-Round-2.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-BaMc-Neg-3---Gonzaga-Round-4.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-BaMc-Neg-3---Gonzaga-Round-5.docx,train,287.0,3923.0,0.0,1.0,0.0,0.0,0.07315829722151415,True
Kansas-BaMc-Neg-3---Gonzaga-Round-7.docx,test,337.0,3806.0,2.0,4.0,0.0,0.0,0.08854440357330531,True
Kansas-BrWa-Aff-3---Gonzaga-Round-1.docx,train,402.0,2684.0,1.0,1.0,0.0,2.0,0.1497764530551416,True
Kansas-BrWa-Aff-3---Gonzaga-Round-3.docx,train,139.0,1737.0,0.0,0.0,0.0,2.0,0.0800230282095567,True
Kansas-BrWa-Aff-3---Gonzaga-Round-6.docx,train,605.0,4433.0,1.0,5.0,0.0,4.0,0.13647642679900746,True
Kansas-BrWa-Aff-3---Gonzaga-Round-7.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-BrWa-Neg-3---Gonzaga-Round-2.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-BrWa-Neg-3---Gonzaga-Round-4.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-BrWa-Neg-3---Gonzaga-Round-5.docx,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-BrWa-Neg-3---Gonzaga-Round-8.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-LaSc-Neg-Gonzaga-Round-1.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-LaSc-Neg-Gonzaga-Round-4.docx,train,825.0,8392.0,1.0,4.0,0.0,0.0,0.09830791229742612,True
Kansas-LaSc-Neg-Gonzaga-Round-5.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-LaSc-Neg-Gonzaga-Round-8.docx,test,96.0,878.0,1.0,0.0,0.0,0.0,0.10933940774487472,True
Kansas-OwWi-Aff-3---Gonzaga-Round-2.docx,train,697.0,13516.0,4.0,4.0,3.0,2.0,0.05156851139390352,True
Kansas-OwWi-Aff-3---Gonzaga-Round-4.docx,validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-OwWi-Aff-3---Gonzaga-Round-6.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-OwWi-Aff-3---Gonzaga-Round-7.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-OwWi-Neg-3---Gonzaga-Round-1.docx,train,456.0,6598.0,1.0,1.0,2.0,3.0,0.06911185207638679,True
Kansas-OwWi-Neg-3---Gonzaga-Round-3.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-OwWi-Neg-3---Gonzaga-Round-5.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kansas-OwWi-Neg-3---Gonzaga-Round-8.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kentucky-GaSl-Aff-Gonzaga-Round-1.docx,train,664.0,9733.0,4.0,3.0,2.0,9.0,0.06822151443542587,True
Kentucky-GaSl-Aff-Gonzaga-Round-3.docx,train,1758.0,30305.0,9.0,11.0,10.0,8.0,0.05801022933509322,True
Kentucky-GaSl-Aff-Gonzaga-Round-6.docx,train,554.0,4370.0,2.0,1.0,0.0,1.0,0.12677345537757437,True
Kentucky-GaSl-Aff-Gonzaga-Round-7.docx,validation,2188.0,19137.0,14.0,4.0,3.0,19.0,0.11433349009771647,True
Kentucky-GaSl-Neg-Gonzaga-Round-2.docx,validation,750.0,8914.0,4.0,5.0,1.0,0.0,0.08413731209333633,True
Kentucky-GaSl-Neg-Gonzaga-Round-4.docx,validation,1195.0,15030.0,1.0,9.0,0.0,0.0,0.0795076513639388,True
Kentucky-GaSl-Neg-Gonzaga-Round-5.docx,test,1433.0,12040.0,6.0,9.0,11.0,9.0,0.11901993355481727,True
Kentucky-GaSl-Neg-Gonzaga-Round-8.docx,train,276.0,2121.0,1.0,2.0,2.0,1.0,0.13012729844413012,True
Kentucky-RiWa-Aff-Gonzaga-Round-1.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kentucky-RiWa-Neg-Gonzaga-Round-2.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kentucky-RiWa-Neg-Gonzaga-Round-3.docx,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kentucky-RiWa-Neg-Gonzaga-Round-5.docx,test,765.0,10842.0,2.0,3.0,16.0,16.0,0.07055893746541228,True
Kentucky-RiWa-Neg-Gonzaga-Round-7.docx,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Michigan-BaPa-Aff-Gonzaga-Round-2.docx,train,3386.0,67731.0,11.0,6.0,24.0,15.0,0.04999187964152308,True
Michigan-BaPa-Aff-Gonzaga-Round-3.docx,train,6255.0,105297.0,24.0,18.0,18.0,44.0,0.05940340180631927,True
Michigan-BaPa-Aff-Gonzaga-Round-5.docx,validation,6333.0,99003.0,36.0,25.0,28.0,40.0,0.06396775855277113,True
Michigan-BaPa-Aff-Gonzaga-Round-7.docx,train,4811.0,90372.0,15.0,15.0,24.0,34.0,0.05323551542513168,True
Michigan-BaPa-Neg-Gonzaga-Round-1.docx,train,3369.0,41760.0,8.0,14.0,2.0,1.0,0.08067528735632185,True
